Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Belgium,Cable modem,Rural,% of Rural Households,39.8%,40.4%,40.3%,39.1%,45.2%,44.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Belgium,HSPA,Rural,% of Rural Households,75.8%,77.4%,81.0%,99.4%,99.9%,99.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Bulgaria,Households,Rural,###,58903532%,59918541%,60388391%,57836948%,58901012%,56658478%,55113668%,55504234%,54860439%,50957132%,52649657%,
Bulgaria,Fixed broadband coverage,Rural,% of Rural Households,70.6%,80.0%,81.2%,80.8%,82.5%,84.0%,85.2%,87.9%,91.8%,93.9%,95.4%,
Bulgaria,NGA coverage,Rural,% of Rural Households,0.9%,15.1%,16.7%,22.6%,29.5%,37.7%,50.3%,63.9%,69.0%,75.9%,82.3%,
Bulgaria,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.7%,48.7%,57.6%,66.6%,73.7%,
Bulgaria,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Bulgaria,DSL,Rural,% of Rural Households,64.2%,69.4%,74.1%,75.3%,75.6%,75.8%,75.8%,75.8%,75.7%,75.7%,75.7%,
Bulgaria,VDSL,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,1.1%,3.7%,4.5%,8.8%,15.6%,19.7%,
Bulgaria,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Bulgaria,FTTP,Rural,% of Rural Households,0.2%,0.2%,0.7%,5.7%,13.7%,23.7%,35.7%,48.7%,57.6%,66.6%,73.7%,
Bulgaria,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.7%,15.1%,16.2%,22.1%,22.6%,25.3%,25.5%,26.0%,26.5%,27.6%,28.3%,
Bulgaria,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Bulgaria,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.8%,9.8%,9.8%,9.8%,9.8%,
Bulgaria,LTE,Rural,% of Rural Households,0.0%,0.0%,0.0%,18.7%,59.3%,93.4%,97.3%,99.7%,99.7%,99.7%,#N/A,
Bulgaria,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,8.6%,18.4%,20.1%,
Bulgaria,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.6%,11.3%,
Bulgaria,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Bulgaria,Overall broadband coverage,Rural,% of Rural Households,99.3%,99.3%,99.9%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Bulgaria,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,23.3%,26.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Bulgaria,WiMAX,Rural,% of Rural Households,12.3%,12.3%,12.3%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Bulgaria,Cable modem,Rural,% of Rural Households,0.7%,15.1%,16.2%,22.2%,22.8%,25.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Bulgaria,HSPA,Rural,% of Rural Households,98.5%,97.9%,99.6%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Croatia,Households,Rural,###,35186570%,34649614%,34429516%,33529310%,33452200%,33071438%,31727961%,31852417%,32723827%,31907079%,32159834%,
Croatia,Fixed broadband coverage,Rural,% of Rural Households,84.0%,88.0%,89.2%,89.4%,97.4%,99.4%,99.4%,99.4%,99.4%,95.4%,95.9%,
Croatia,NGA coverage,Rural,% of Rural Households,0.0%,9.7%,9.8%,10.8%,16.2%,31.4%,34.0%,34.5%,39.0%,49.9%,56.9%,
Croatia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.5%,10.6%,14.0%,19.2%,25.5%,
Croatia,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Croatia,DSL,Rural,% of Rural Households,82.3%,84.9%,86.1%,86.4%,96.7%,98.8%,98.9%,98.9%,98.9%,91.9%,92.8%,
Croatia,VDSL,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.2%,1.3%,18.6%,20.7%,22.7%,28.2%,36.0%,35.9%,
Croatia,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.8%,2.0%,2.7%,3.8%,4.1%,
Croatia,FTTP,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.2%,0.2%,3.7%,6.3%,6.8%,7.1%,13.7%,19.7%,
Croatia,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.0%,9.7%,9.8%,9.8%,15.1%,15.2%,15.5%,14.6%,13.3%,11.9%,11.4%,
Croatia,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.8%,5.4%,9.3%,9.4%,9.2%,
Croatia,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.0%,6.7%,6.7%,6.5%,7.9%,
Croatia,LTE,Rural,% of Rural Households,5.3%,7.5%,10.7%,56.0%,76.5%,88.9%,97.0%,97.6%,97.8%,96.7%,#N/A,
Croatia,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,9.3%,73.5%,80.1%,
Croatia,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0%,8.0%,
Croatia,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Croatia,Overall broadband coverage,Rural,% of Rural Households,92.0%,95.4%,95.9%,98.3%,99.0%,99.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Croatia,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,15.3%,17.4%,#N/A,#N/A,#N/A,#N/A,#N/A,
Croatia,WiMAX,Rural,% of Rural Households,0.2%,3.2%,3.2%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Croatia,Cable modem,Rural,% of Rural Households,4.6%,10.2%,10.2%,10.5%,15.1%,15.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Croatia,HSPA,Rural,% of Rural Households,72.8%,89.9%,91.0%,96.4%,97.2%,96.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Cyprus,Households,Rural,###,3850264%,3534071%,3501917%,3506438%,3511865%,3538703%,3617494%,3626041%,3569056%,3576362%,3596844%,
Cyprus,Fixed broadband coverage,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Cyprus,NGA coverage,Rural,% of Rural Households,45.0%,51.0%,56.6%,60.0%,60.0%,65.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Cyprus,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.5%,12.2%,22.4%,35.0%,55.7%,
Cyprus,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55.7%,
Cyprus,DSL,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Cyprus,VDSL,Rural,% of Rural Households,45.0%,51.0%,56.6%,60.0%,60.0%,65.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Cyprus,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.0%,19.8%,25.7%,19.9%,8.9%,
Cyprus,FTTP,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.5%,12.2%,22.4%,35.0%,55.7%,
Cyprus,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Cyprus,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Cyprus,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,4.0%,4.2%,98.0%,97.9%,
Cyprus,LTE,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,77.8%,79.8%,96.6%,97.3%,97.4%,98.1%,#N/A,
Cyprus,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,32.2%,100.0%,100.0%,
Cyprus,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.8%,28.0%,
Cyprus,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Cyprus,Overall broadband coverage,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Cyprus,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Cyprus,WiMAX,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Cyprus,Cable modem,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Cyprus,HSPA,Rural,% of Rural Households,99.0%,99.0%,99.0%,99.0%,99.0%,99.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,Households,Rural,###,62392734%,62462103%,62488173%,62660928%,62742248%,62855849%,62033039%,63230777%,62049236%,59017682%,93660200%,
Czechia,Fixed broadband coverage,Rural,% of Rural Households,90.1%,90.3%,90.4%,94.7%,94.8%,94.1%,98.2%,99.2%,99.6%,99.8%,98.7%,
Czechia,NGA coverage,Rural,% of Rural Households,1.9%,4.5%,26.7%,51.9%,57.5%,62.4%,64.2%,66.0%,68.5%,70.1%,63.6%,
Czechia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.9%,6.4%,7.0%,8.2%,7.2%,
Czechia,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.8%,
Czechia,DSL,Rural,% of Rural Households,80.1%,80.8%,80.8%,81.7%,83.4%,85.3%,87.7%,88.2%,92.9%,93.1%,77.5%,
Czechia,VDSL,Rural,% of Rural Households,0.0%,0.0%,23.6%,47.0%,52.2%,57.3%,59.9%,61.1%,63.2%,64.2%,61.5%,
Czechia,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.3%,61.1%,63.2%,64.2%,61.5%,
Czechia,FTTP,Rural,% of Rural Households,1.5%,4.0%,4.9%,5.1%,5.3%,5.6%,5.9%,6.4%,6.9%,8.1%,7.2%,
Czechia,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.5%,0.6%,0.6%,2.0%,2.4%,3.2%,3.4%,3.5%,3.6%,3.8%,2.0%,
Czechia,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.1%,0.0%,0.0%,
Czechia,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.6%,82.0%,85.3%,85.4%,85.4%,
Czechia,LTE,Rural,% of Rural Households,0.0%,43.4%,56.3%,95.8%,95.8%,95.8%,99.8%,99.8%,99.8%,100.0%,#N/A,
Czechia,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,43.3%,78.0%,72.7%,
Czechia,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.0%,32.3%,
Czechia,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Czechia,Overall broadband coverage,Rural,% of Rural Households,92.3%,94.4%,94.4%,98.0%,98.8%,99.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,6.5%,7.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,WiMAX,Rural,% of Rural Households,70.1%,70.0%,69.9%,83.5%,71.8%,74.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,Cable modem,Rural,% of Rural Households,1.3%,1.4%,1.5%,3.1%,3.5%,3.4%,#N/A,#N/A,#N/A,#N/A,#N/A,
Czechia,HSPA,Rural,% of Rural Households,64.2%,79.2%,79.2%,84.9%,84.9%,84.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,Households,Rural,###,30519800%,30402700%,29699250%,29480500%,29401300%,29341200%,29346100%,29322900%,29258500%,29213300%,29101700%,
Denmark,Fixed broadband coverage,Rural,% of Rural Households,93.3%,97.5%,96.2%,96.7%,97.5%,97.9%,98.0%,98.4%,98.6%,99.0%,99.0%,
Denmark,NGA coverage,Rural,% of Rural Households,13.1%,53.7%,54.2%,59.2%,65.5%,70.6%,76.7%,76.3%,86.4%,91.7%,94.3%,
Denmark,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.2%,72.6%,79.1%,88.0%,90.8%,
Denmark,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,99.9%,
Denmark,DSL,Rural,% of Rural Households,89.2%,95.0%,93.2%,93.5%,93.4%,93.0%,92.4%,92.1%,90.2%,90.6%,89.7%,
Denmark,VDSL,Rural,% of Rural Households,11.0%,20.6%,15.9%,15.8%,16.8%,16.1%,17.4%,17.1%,16.9%,16.7%,16.5%,
Denmark,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.4%,4.4%,4.4%,4.4%,4.4%,
Denmark,FTTP,Rural,% of Rural Households,4.2%,42.0%,45.6%,49.0%,54.8%,60.8%,65.8%,70.9%,77.8%,87.0%,90.3%,
Denmark,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.0%,6.5%,5.9%,5.1%,5.6%,5.2%,5.9%,5.5%,5.3%,5.3%,5.1%,
Denmark,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.8%,5.5%,5.3%,5.3%,5.1%,
Denmark,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.0%,15.3%,15.6%,17.0%,14.7%,
Denmark,LTE,Rural,% of Rural Households,10.0%,99.0%,99.0%,99.8%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,#N/A,
Denmark,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.0%,98.0%,99.2%,100.0%,
Denmark,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.1%,24.0%,
Denmark,Satellite,Rural,% of Rural Households,100.0%,100.0%,99.5%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Denmark,Overall broadband coverage,Rural,% of Rural Households,99.5%,99.5%,98.6%,99.8%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,57.5%,65.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,WiMAX,Rural,% of Rural Households,0.0%,0.0%,4.0%,5.6%,7.9%,8.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,Cable modem,Rural,% of Rural Households,0.0%,6.5%,5.9%,5.1%,5.6%,5.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Denmark,HSPA,Rural,% of Rural Households,94.0%,99.0%,98.1%,99.8%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,Households,Rural,###,12450246%,13673887%,12922447%,12992019%,13017600%,12962903%,12612589%,13000124%,13086595%,11533335%,12816063%,
Estonia,Fixed broadband coverage,Rural,% of Rural Households,60.7%,70.0%,73.0%,72.7%,72.9%,76.1%,93.2%,94.9%,97.0%,98.0%,100.0%,
Estonia,NGA coverage,Rural,% of Rural Households,11.0%,30.7%,33.8%,35.8%,37.8%,61.0%,62.4%,63.4%,67.0%,69.4%,78.3%,
Estonia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.8%,20.5%,21.1%,33.9%,67.8%,
Estonia,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,DSL,Rural,% of Rural Households,34.4%,35.8%,35.9%,36.4%,32.4%,47.0%,47.0%,47.0%,53.4%,50.2%,51.6%,
Estonia,VDSL,Rural,% of Rural Households,0.0%,16.9%,18.8%,20.8%,21.7%,35.3%,35.3%,35.3%,40.9%,42.1%,47.5%,
Estonia,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.3%,7.0%,13.4%,19.6%,40.1%,
Estonia,FTTP,Rural,% of Rural Households,11.0%,13.7%,15.2%,15.4%,16.8%,18.0%,19.8%,20.5%,21.1%,33.9%,67.8%,
Estonia,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.0%,11.0%,11.6%,11.8%,12.7%,23.3%,23.5%,23.6%,23.7%,30.7%,46.8%,
Estonia,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Estonia,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,86.4%,89.8%,93.7%,96.0%,99.9%,
Estonia,LTE,Rural,% of Rural Households,74.0%,74.7%,80.6%,95.5%,98.5%,99.3%,99.5%,100.0%,99.4%,99.8%,#N/A,
Estonia,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,1.5%,32.5%,87.0%,
Estonia,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.7%,40.6%,
Estonia,Satellite,Rural,% of Rural Households,75.3%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,75.4%,
Estonia,Overall broadband coverage,Rural,% of Rural Households,99.3%,99.1%,99.4%,99.4%,99.7%,99.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,23.6%,32.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,WiMAX,Rural,% of Rural Households,38.7%,40.0%,43.1%,15.4%,8.0%,8.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,Cable modem,Rural,% of Rural Households,12.4%,13.8%,14.5%,14.8%,15.2%,24.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Estonia,HSPA,Rural,% of Rural Households,97.1%,98.0%,98.0%,97.5%,97.7%,98.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,Households,Rural,###,46339192%,46387286%,48818678%,48977197%,48998492%,49017367%,46139207%,48831373%,48574852%,48577597%,48593500%,
Finland,Fixed broadband coverage,Rural,% of Rural Households,81.7%,83.2%,83.9%,84.0%,84.0%,84.3%,84.1%,83.1%,82.4%,80.1%,76.6%,
Finland,NGA coverage,Rural,% of Rural Households,7.4%,8.1%,8.2%,8.2%,8.3%,9.3%,9.1%,53.2%,52.9%,51.1%,56.8%,
Finland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.1%,9.4%,12.4%,25.4%,39.3%,
Finland,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,DSL,Rural,% of Rural Households,78.0%,79.4%,80.2%,81.7%,81.7%,81.8%,81.7%,78.3%,74.4%,59.5%,42.0%,
Finland,VDSL,Rural,% of Rural Households,41.4%,43.6%,43.6%,43.6%,43.6%,43.7%,43.7%,42.7%,40.7%,35.6%,26.3%,
Finland,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.8%,11.0%,14.4%,16.5%,13.3%,
Finland,FTTP,Rural,% of Rural Households,7.4%,8.1%,8.2%,8.2%,8.3%,9.3%,9.1%,9.4%,12.4%,25.4%,39.3%,
Finland,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Finland,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Finland,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Finland,LTE,Rural,% of Rural Households,23.6%,56.3%,60.1%,100.0%,100.0%,99.9%,99.9%,99.9%,100.0%,100.0%,#N/A,
Finland,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,18.9%,77.6%,92.4%,
Finland,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30.8%,50.2%,
Finland,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Finland,Overall broadband coverage,Rural,% of Rural Households,98.6%,98.6%,100.0%,100.0%,100.0%,99.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,8.3%,9.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,WiMAX,Rural,% of Rural Households,0.1%,1.1%,1.1%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,Cable modem,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Finland,HSPA,Rural,% of Rural Households,97.2%,97.2%,100.0%,100.0%,99.5%,99.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,Households,Rural,###,497839578%,465609710%,466869720%,470861070%,472412589%,473239780%,454369786%,473339921%,474556311%,452160841%,476592970%,
France,Fixed broadband coverage,Rural,% of Rural Households,98.4%,99.0%,99.0%,99.7%,100.0%,100.0%,100.0%,100.0%,99.9%,99.9%,99.9%,
France,NGA coverage,Rural,% of Rural Households,16.2%,20.0%,23.0%,25.1%,27.4%,31.2%,33.4%,37.5%,47.2%,59.6%,73.2%,
France,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12.4%,18.4%,28.8%,45.9%,64.6%,
France,VHCN coverage (as defined by BEREC),Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.6%,
France,DSL,Rural,% of Rural Households,98.3%,98.4%,98.6%,99.6%,100.0%,99.9%,99.9%,99.0%,98.3%,97.6%,98.2%,
France,VDSL,Rural,% of Rural Households,14.6%,17.7%,21.1%,22.9%,23.7%,24.3%,24.4%,24.5%,24.8%,24.9%,25.2%,
France,VDSL 2 Vectoring,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
France,FTTP,Rural,% of Rural Households,1.3%,1.7%,2.0%,2.3%,4.3%,9.3%,12.4%,18.4%,28.8%,45.9%,64.6%,
France,Cable modem DOCSIS 3.0,Rural,% of Rural Households,0.6%,1.3%,0.7%,1.2%,1.1%,1.3%,0.7%,0.7%,0.3%,0.3%,0.2%,
France,Cable modem DOCSIS 3.1,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
France,FWA,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,87.1%,88.4%,91.2%,98.4%,97.3%,
France,LTE,Rural,% of Rural Households,0.0%,3.9%,5.3%,61.7%,87.5%,99.8%,99.8%,99.1%,99.7%,99.9%,#N/A,
France,5G,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,48.2%,73.5%,91.2%,
France,5G in the 3.4–3.8 GHz band,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.5%,11.6%,
France,Satellite,Rural,% of Rural Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
France,Overall broadband coverage,Rural,% of Rural Households,99.6%,99.8%,99.8%,99.9%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,DOCSIS 3.0 & FTTP coverage,Rural,% of Rural Households,#N/A,#N/A,#N/A,#N/A,5.3%,10.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,WiMAX,Rural,% of Rural Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
France,Cable modem,Rural,% of Rural Households,0.6%,1.3%,0.7%,1.2%,1.1%,1.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
